Year,Rider ID,Rider Name,Country,UCI Team,UCI Cat,Age,Price,Score
2014,1404.0,Sergey Firsanov,RUS,RVL,PROF,32.0,1.0,0.0
2015,1404.0,Sergey Firsanov,RUS,RVL,PROF,33.0,1.0,125.0
2016,1404.0,Sergey Firsanov,RUS,GAZ,PROF,34.0,2.0,410.0
2017,1404.0,Sergey Firsanov,RUS,GAZ,PROF,35.0,4.0,0.0
2018,1404.0,Sergey Firsanov,RUS,GAZ,PROF,36.0,1.0,0.0
2019,1404.0,Sergey Firsanov,RUS,XYZ,,37.0,1.0,0.0
2012,1405.0,Sonny Colbrelli,ITA,COG,PROF,22.0,1.0,70.0
2013,1405.0,Sonny Colbrelli,ITA,BAR,PROF,23.0,2.0,100.0
2014,1405.0,Sonny Colbrelli,ITA,BAR,PROF,24.0,2.0,985.0
2015,1405.0,Sonny Colbrelli,ITA,BAR,PROF,25.0,18.0,645.0
2016,1405.0,Sonny Colbrelli,ITA,BAR,PROF,26.0,8.0,1825.0
2017,1405.0,Sonny Colbrelli,ITA,TBM,WT,27.0,22.0,1340.0
2018,1405.0,Sonny Colbrelli,ITA,TBM,WT,28.0,18.0,1548.0
2019,1405.0,Sonny Colbrelli,ITA,TBM,WT,29.0,16.0,1135.0
2020,1405.0,Sonny Colbrelli,ITA,TBM,WT,30.0,14.0,0.0
2012,1406.0,Stefan Cohnen,NED,LAN,PROF,30.0,1.0,0.0
2013,1406.0,Stefan Cohnen,NED,CRE,PROF,31.0,1.0,0.0
2014,1406.0,Stefan Cohnen,NED,CRE,,32.0,1.0,0.0
2012,1407.0,Stefano Agostini,ITA,LIQ,WT,23.0,1.0,0.0
2013,1407.0,Stefano Agostini,ITA,CAN,WT,24.0,1.0,0.0
2014,1407.0,Stefano Agostini,ITA,XYZ,,25.0,1.0,0.0
2012,1408.0,Steven Wong,HKG,CSS,PROF,24.0,1.0,0.0
2013,1408.0,Steven Wong,HKG,XYZ,,25.0,1.0,0.0
2014,1408.0,Steven Wong,HKG,XYZ,,26.0,1.0,0.0
2012,1409.0,Sven Vanthourenhout,BEL,LAN,PROF,31.0,1.0,0.0
2013,1409.0,Sven Vanthourenhout,BEL,CRE,PROF,32.0,1.0,0.0
2014,1409.0,Sven Vanthourenhout,BEL,CRE,,33.0,1.0,0.0
2012,1410.0,Sylvain Georges,FRA,ALM,WT,28.0,1.0,40.0
2013,1410.0,Sylvain Georges,FRA,ALM,WT,29.0,1.0,0.0
2014,1410.0,Sylvain Georges,FRA,XYZ,,30.0,1.0,0.0
2015,1410.0,Sylvain Georges,FRA,XYZ,,31.0,1.0,0.0
2012,1411.0,Tim Declercq,BEL,TSV,PROF,23.0,1.0,0.0
2013,1411.0,Tim Declercq,BEL,TSV,PROF,24.0,1.0,0.0
2014,1411.0,Tim Declercq,BEL,TSV,PROF,25.0,1.0,0.0
2015,1411.0,Tim Declercq,BEL,TSV,PROF,26.0,1.0,0.0
2016,1411.0,Tim Declercq,BEL,TSV,PROF,27.0,1.0,30.0
2017,1411.0,Tim Declercq,BEL,QST,WT,28.0,1.0,8.0
2018,1411.0,Tim Declercq,BEL,QST,WT,29.0,1.0,40.0
2019,1411.0,Tim Declercq,BEL,DQT,WT,30.0,1.0,8.0
2020,1411.0,Tim Declercq,BEL,DQT,WT,31.0,1.0,0.0
2012,1412.0,Tobias Ludvigsson,SWE,ARG,PROF,21.0,1.0,0.0
2013,1412.0,Tobias Ludvigsson,SWE,ARG,WT,22.0,1.0,162.0
2014,1412.0,Tobias Ludvigsson,SWE,GIA,WT,23.0,2.0,30.0
2015,1412.0,Tobias Ludvigsson,SWE,TGA,WT,24.0,2.0,45.0
2016,1412.0,Tobias Ludvigsson,SWE,TGA,WT,25.0,1.0,80.0
2017,1412.0,Tobias Ludvigsson,SWE,FDJ,WT,26.0,2.0,102.0
2018,1412.0,Tobias Ludvigsson,SWE,FDJ,WT,27.0,1.0,100.0
2019,1412.0,Tobias Ludvigsson,SWE,GFC,WT,28.0,1.0,160.0
2020,1412.0,Tobias Ludvigsson,SWE,GFC,WT,29.0,1.0,0.0
2012,1413.0,Tom Van Asbroeck,BEL,TSV,PROF,22.0,1.0,40.0
2013,1413.0,Tom Van Asbroeck,BEL,TSV,PROF,23.0,1.0,0.0
2014,1413.0,Tom Van Asbroeck,BEL,TSV,PROF,24.0,1.0,1040.0
2015,1413.0,Tom Van Asbroeck,BEL,TLJ,WT,25.0,18.0,324.0
2016,1413.0,Tom Van Asbroeck,BEL,TLJ,WT,26.0,4.0,270.0
2017,1413.0,Tom Van Asbroeck,BEL,CDT,WT,27.0,4.0,70.0
2018,1413.0,Tom Van Asbroeck,BEL,EFD,WT,28.0,1.0,56.0
2019,1413.0,Tom Van Asbroeck,BEL,ICA,PROF,29.0,1.0,458.0
2020,1413.0,Tom Van Asbroeck,BEL,ISN,WT,30.0,4.0,0.0
2012,1414.0,Troels Vinther,DEN,STB,WT,25.0,1.0,0.0
2013,1414.0,Troels Vinther,DEN,CUL,CONT,26.0,1.0,10.0
2014,1414.0,Troels Vinther,DEN,CUL,CONT,27.0,1.0,0.0
2015,1414.0,Troels Vinther,DEN,CLT,PROF,28.0,1.0,0.0
2016,1414.0,Troels Vinther,DEN,RIW,CONT,29.0,1.0,0.0
2017,1414.0,Troels Vinther,DEN,RIW,CONT,30.0,1.0,0.0
2018,1414.0,Troels Vinther,DEN,RIW,CONT,31.0,1.0,0.0
2019,1414.0,Troels Vinther,DEN,RIW,PROF,32.0,1.0,0.0
2012,1415.0,Valerey Valynin,RUS,RVL,PROF,26.0,1.0,0.0
2013,1415.0,Valerey Valynin,RUS,XYZ,,27.0,1.0,0.0
2014,1415.0,Valerey Valynin,RUS,XYZ,,28.0,1.0,0.0
2012,1416.0,Valery Kaykov,RUS,RVL,PROF,24.0,1.0,0.0
2013,1416.0,Valery Kaykov,RUS,RVL,PROF,25.0,1.0,0.0
2014,1416.0,Valery Kaykov,RUS,XYZ,,26.0,1.0,0.0
2012,1417.0,Stake Vegard Laengen,NOR,TT1,PROF,23.0,1.0,0.0
2013,1417.0,Stake Vegard Laengen,NOR,BSE,PROF,24.0,1.0,0.0
2014,1417.0,Stake Vegard Laengen,NOR,BSE,PROF,25.0,1.0,0.0
2015,1417.0,Stake Vegard Laengen,NOR,TJO,CONT,26.0,1.0,0.0
2016,1417.0,Stake Vegard Laengen,NOR,IAM,WT,27.0,1.0,40.0
2017,1417.0,Stake Vegard Laengen,NOR,UAD,WT,28.0,1.0,140.0
2018,1417.0,Stake Vegard Laengen,NOR,UAD,WT,29.0,1.0,141.0
2019,1417.0,Stake Vegard Laengen,NOR,UAD,WT,30.0,1.0,0.0
2020,1417.0,Stake Vegard Laengen,NOR,UAD,WT,31.0,1.0,0.0
2012,1418.0,Vincent Baestaens,BEL,LAN,PROF,23.0,1.0,0.0
2013,1418.0,Vincent Baestaens,BEL,CRE,PROF,24.0,1.0,0.0
2014,1418.0,Vincent Baestaens,BEL,BKP,CONT,25.0,1.0,0.0
2015,1418.0,Vincent Baestaens,BEL,BKP,CONT,26.0,1.0,0.0
2016,1418.0,Vincent Baestaens,BEL,BOC,CONT,27.0,1.0,0.0
2017,1418.0,Vincent Baestaens,BEL,XYZ,,28.0,1.0,0.0
2018,1418.0,Vincent Baestaens,BEL,XYZ,,29.0,1.0,0.0
2012,1419.0,Wilson Marentes,COL,COL,PROF,27.0,1.0,0.0
2013,1419.0,Wilson Marentes,COL,COL,PROF,28.0,1.0,0.0
2014,1419.0,Wilson Marentes,COL,XYZ,,29.0,1.0,0.0
2012,1420.0,Mattia Cattaneo,ITA,LAM,WT,22.0,1.0,0.0
2013,1420.0,Mattia Cattaneo,ITA,LAM,WT,23.0,1.0,2.0
2014,1420.0,Mattia Cattaneo,ITA,LAM,WT,24.0,1.0,10.0
2015,1420.0,Mattia Cattaneo,ITA,LAM,WT,25.0,1.0,10.0
2016,1420.0,Mattia Cattaneo,ITA,LAM,WT,26.0,1.0,20.0
2017,1420.0,Mattia Cattaneo,ITA,AND,PROF,27.0,1.0,485.0
2018,1420.0,Mattia Cattaneo,ITA,ANS,PROF,28.0,4.0,310.0
2019,1420.0,Mattia Cattaneo,ITA,ANS,PROF,29.0,2.0,265.0
2020,1420.0,Mattia Cattaneo,ITA,DQT,WT,30.0,2.0,0.0
2012,2230.0,Stiven Fanelli,ITA,UNA,PROF,25.0,1.0,0.0
2013,2230.0,Stiven Fanelli,ITA,XYZ,,26.0,1.0,0.0
2014,2230.0,Stiven Fanelli,ITA,XYZ,,27.0,1.0,0.0
2012,2231.0,Davide Mucelli,ITA,UNA,PROF,26.0,1.0,30.0
2013,2231.0,Davide Mucelli,ITA,CEF,CONT,27.0,1.0,10.0
2014,2231.0,Davide Mucelli,ITA,CEF,,28.0,1.0,0.0
2015,2231.0,Davide Mucelli,ITA,XYZ,,29.0,1.0,0.0
2016,2231.0,Davide Mucelli,ITA,MKT,CONT,30.0,1.0,0.0
2017,2231.0,Davide Mucelli,ITA,MKT,CONT,31.0,1.0,0.0
2018,2231.0,Davide Mucelli,ITA,XYZ,,32.0,1.0,0.0
2012,2232.0,Clinton Avery,NZL,CSS,PROF,25.0,1.0,0.0
2013,2232.0,Clinton Avery,NZL,CSS,PROF,26.0,1.0,0.0
2014,2232.0,Clinton Avery,NZL,XYZ,,27.0,1.0,0.0
2012,2233.0,Miguel Ubeto,VEN,AND,PROF,36.0,1.0,0.0
2013,2233.0,Miguel Ubeto,VEN,LAM,WT,37.0,1.0,0.0
2014,2233.0,Miguel Ubeto,VEN,XYZ,,38.0,1.0,0.0
2012,2236.0,Dennis Vanendert,BEL,LTB,WT,24.0,1.0,0.0
2013,2236.0,Dennis Vanendert,BEL,LTB,WT,25.0,1.0,30.0
2014,2236.0,Dennis Vanendert,BEL,LTB,WT,26.0,1.0,0.0
2015,2236.0,Dennis Vanendert,BEL,LTS,WT,27.0,1.0,0.0
2012,2237.0,Tosh Van der Sande,BEL,LTB,WT,22.0,1.0,30.0
2013,2237.0,Tosh Van der Sande,BEL,LTB,WT,23.0,1.0,0.0
2014,2237.0,Tosh Van der Sande,BEL,LTB,WT,24.0,1.0,100.0
2015,2237.0,Tosh Van der Sande,BEL,LTS,WT,25.0,2.0,285.0
2016,2237.0,Tosh Van der Sande,BEL,LTS,WT,26.0,4.0,110.0
2017,2237.0,Tosh Van der Sande,BEL,LTS,WT,27.0,2.0,165.0
2018,2237.0,Tosh Van der Sande,BEL,LTS,WT,28.0,1.0,38.0
2019,2237.0,Tosh Van der Sande,BEL,LTS,WT,29.0,1.0,225.0
2020,2237.0,Tosh Van der Sande,BEL,LTS,WT,30.0,2.0,0.0
2012,2238.0,Gaylord Cumont,FRA,VRU,CONT,31.0,1.0,0.0
2013,2238.0,Gaylord Cumont,FRA,XYZ,,32.0,1.0,0.0
2014,2238.0,Gaylord Cumont,FRA,XYZ,,33.0,1.0,0.0
2012,2239.0,Yelko Gomez,PAN,CJR,PROF,23.0,1.0,40.0
2013,2239.0,Yelko Gomez,PAN,CJR,PROF,24.0,1.0,0.0
2014,2239.0,Yelko Gomez,PAN,XYZ,,25.0,1.0,100.0
2015,2239.0,Yelko Gomez,PAN,XYZ,,26.0,2.0,0.0
2016,2239.0,Yelko Gomez,PAN,XYZ,,27.0,1.0,0.0
2017,2239.0,Yelko Gomez,PAN,XYZ,,28.0,1.0,0.0
2012,2241.0,Franck Vermeulen,FRA,VRU,CONT,36.0,1.0,0.0
2013,2241.0,Franck Vermeulen,FRA,RLM,CONT,37.0,1.0,0.0
2014,2241.0,Franck Vermeulen,FRA,RLM,CONT,38.0,1.0,0.0
2012,2242.0,Thomas Rabou,NED,RCC,CONT,29.0,1.0,0.0
2013,2242.0,Thomas Rabou,NED,TSI,CONT,30.0,1.0,0.0
2014,2242.0,Thomas Rabou,NED,TSI,CONT,31.0,1.0,0.0
2012,2243.0,Cesar Grajales,COL,RCC,CONT,39.0,1.0,0.0
2013,2243.0,Cesar Grajales,COL,XYZ,,40.0,1.0,0.0
2014,2243.0,Cesar Grajales,COL,XYZ,,41.0,1.0,0.0
2012,2253.0,Matej Gnezda,SLO,ADR,CONT,33.0,1.0,80.0
2013,2253.0,Matej Gnezda,SLO,XYZ,,34.0,2.0,0.0
2014,2253.0,Matej Gnezda,SLO,XYZ,,35.0,1.0,0.0
2012,2254.0,Matej Mugerli,SLO,ADR,CONT,31.0,1.0,40.0
2013,2254.0,Matej Mugerli,SLO,ADR,CONT,32.0,1.0,30.0
2014,2254.0,Matej Mugerli,SLO,ADR,CONT,33.0,1.0,100.0
2015,2254.0,Matej Mugerli,SLO,BCP,CONT,34.0,1.0,0.0
2016,2254.0,Matej Mugerli,SLO,BCP,CONT,35.0,1.0,0.0
2017,2254.0,Matej Mugerli,SLO,AMP,CONT,36.0,1.0,0.0
2018,2254.0,Matej Mugerli,SLO,MBS,CONT,37.0,1.0,0.0
2019,2254.0,Matej Mugerli,SLO,XYZ,,38.0,1.0,0.0
2012,2255.0,Alexander Wetterhall,SWE,EDR,CONT,26.0,1.0,0.0
2013,2255.0,Alexander Wetterhall,SWE,TNE,PROF,27.0,1.0,0.0
2014,2255.0,Alexander Wetterhall,SWE,FFU,CONT,28.0,1.0,0.0
2015,2255.0,Alexander Wetterhall,SWE,TRB,CONT,29.0,1.0,0.0
2016,2255.0,Alexander Wetterhall,SWE,TTB,CONT,30.0,1.0,100.0
2017,2255.0,Alexander Wetterhall,SWE,XYZ,,31.0,1.0,0.0
2012,2256.0,Reinardt Janse van Rensburg,RSA,MTN,CONT,23.0,1.0,100.0
2013,2256.0,Reinardt Janse van Rensburg,RSA,ARG,WT,24.0,2.0,137.0
2014,2256.0,Reinardt Janse van Rensburg,RSA,GIA,WT,25.0,6.0,80.0
2015,2256.0,Reinardt Janse van Rensburg,RSA,MTN,PROF,26.0,2.0,40.0
2016,2256.0,Reinardt Janse van Rensburg,RSA,DDD,WT,27.0,1.0,0.0
2017,2256.0,Reinardt Janse van Rensburg,RSA,DDD,WT,28.0,1.0,160.0
2018,2256.0,Reinardt Janse van Rensburg,RSA,DDD,WT,29.0,1.0,160.0
2019,2256.0,Reinardt Janse van Rensburg,RSA,TDD,WT,30.0,1.0,150.0
2020,2256.0,Reinardt Janse van Rensburg,RSA,NTT,WT,31.0,1.0,0.0
2012,2258.0,Andrea Palini,ITA,IDE,CONT,23.0,1.0,110.0
2013,2258.0,Andrea Palini,ITA,LAM,WT,24.0,1.0,0.0
2014,2258.0,Andrea Palini,ITA,LAM,WT,25.0,1.0,30.0
2015,2258.0,Andrea Palini,ITA,SKD,CONT,26.0,1.0,0.0
2016,2258.0,Andrea Palini,ITA,SKD,CONT,27.0,1.0,10.0
2017,2258.0,Andrea Palini,ITA,AND,PROF,28.0,1.0,0.0
2018,2258.0,Andrea Palini,ITA,XYZ,,29.0,1.0,0.0
2011,2259.0,Chris Fontecchio,USA,XYZ,,46.0,0.0,0.0
2012,2259.0,Chris Fontecchio,USA,XYZ,,47.0,0.0,0.0
2013,2259.0,Chris Fontecchio,USA,XYZ,,48.0,0.0,0.0
2014,2259.0,Chris Fontecchio,USA,XYZ,,49.0,0.0,0.0
2015,2259.0,Chris Fontecchio,USA,XYZ,,50.0,1.0,0.0
2016,2259.0,Chris Fontecchio,USA,PDC,,51.0,1.0,0.0
2017,2259.0,Chris Fontecchio,USA,PDC,,52.0,1.0,0.0
2018,2259.0,Chris Fontecchio,USA,PDC,,53.0,1.0,0.0
2019,2259.0,Chris Fontecchio,USA,PDC,,54.0,1.0,220.0
2020,2259.0,Chris Fontecchio,USA,PDC,,55.0,2.0,0.0
2012,2260.0,Clément Koretzky,FRA,LPM,CONT,22.0,1.0,10.0
2013,2260.0,Clément Koretzky,FRA,BSE,PROF,23.0,1.0,0.0
2014,2260.0,Clément Koretzky,FRA,BSE,PROF,24.0,1.0,0.0
2015,2260.0,Clément Koretzky,FRA,VBG,CONT,25.0,1.0,0.0
2016,2260.0,Clément Koretzky,FRA,VOL,CONT,26.0,1.0,0.0
2017,2260.0,Clément Koretzky,FRA,XYZ,,27.0,1.0,0.0
2012,2261.0,Maurits Lammertink,NED,CJP,CONT,22.0,1.0,40.0
2013,2261.0,Maurits Lammertink,NED,VCD,WT,23.0,1.0,70.0
2014,2261.0,Maurits Lammertink,NED,CJP,CONT,24.0,1.0,0.0
2015,2261.0,Maurits Lammertink,NED,ROO,PROF,25.0,1.0,285.0
2016,2261.0,Maurits Lammertink,NED,ROP,PROF,26.0,4.0,280.0
2017,2261.0,Maurits Lammertink,NED,KAT,WT,27.0,4.0,140.0
2018,2261.0,Maurits Lammertink,NED,TKA,WT,28.0,1.0,70.0
2019,2261.0,Maurits Lammertink,NED,ROC,PROF,29.0,1.0,70.0
2020,2261.0,Maurits Lammertink,NED,CWG,PROF,30.0,1.0,0.0
2012,2262.0,Sergey Shilov,RUS,LOK,CONT,24.0,1.0,10.0
2013,2262.0,Sergey Shilov,RUS,LOK,CONT,25.0,1.0,0.0
2014,2262.0,Sergey Shilov,RUS,LOK,CONT,26.0,1.0,20.0
2015,2262.0,Sergey Shilov,RUS,LOK,CONT,27.0,1.0,25.0
2016,2262.0,Sergey Shilov,RUS,LOK,CONT,28.0,1.0,70.0
2017,2262.0,Sergey Shilov,RUS,LOK,CONT,29.0,1.0,100.0
2018,2262.0,Sergey Shilov,RUS,GAZ,PROF,30.0,1.0,0.0
2019,2262.0,Sergey Shilov,RUS,GAZ,PROF,31.0,1.0,0.0
2020,2262.0,Sergey Shilov,RUS,AVL,CONT,32.0,1.0,0.0
2012,2263.0,Jonathan McEvoy,GBR,EDR,CONT,23.0,1.0,50.0
2013,2263.0,Jonathan McEvoy,GBR,TNE,PROF,24.0,1.0,0.0
2014,2263.0,Jonathan McEvoy,GBR,TNE,PROF,25.0,1.0,0.0
2015,2263.0,Jonathan McEvoy,GBR,NPC,CONT,26.0,1.0,0.0
2016,2263.0,Jonathan McEvoy,GBR,NPC,CONT,27.0,1.0,0.0
2017,2263.0,Jonathan McEvoy,GBR,MGT,CONT,28.0,1.0,0.0
2018,2263.0,Jonathan McEvoy,GBR,MGT,CONT,29.0,1.0,0.0
2019,2263.0,Jonathan McEvoy,GBR,MGT,CONT,30.0,1.0,0.0
2012,2264.0,Benoit Jarrier,FRA,VRU,CONT,24.0,1.0,80.0
2013,2264.0,Benoit Jarrier,FRA,BSE,PROF,25.0,2.0,0.0
2014,2264.0,Benoit Jarrier,FRA,BSE,PROF,26.0,1.0,40.0
2015,2264.0,Benoit Jarrier,FRA,BSE,PROF,27.0,1.0,110.0
2016,2264.0,Benoit Jarrier,FRA,FVC,PROF,28.0,2.0,0.0
2017,2264.0,Benoit Jarrier,FRA,FVC,PROF,29.0,1.0,30.0
2018,2264.0,Benoit Jarrier,FRA,FST,PROF,30.0,1.0,40.0
2019,2264.0,Benoit Jarrier,FRA,PCB,PROF,31.0,1.0,0.0
2020,2264.0,Benoit Jarrier,FRA,PCB,PROF,32.0,1.0,0.0
2012,2268.0,Evgeny Shalunov,RUS,LOK,CONT,20.0,1.0,100.0
2013,2268.0,Evgeny Shalunov,RUS,LOK,CONT,21.0,2.0,50.0
2014,2268.0,Evgeny Shalunov,RUS,LOK,CONT,22.0,1.0,0.0
2015,2268.0,Evgeny Shalunov,RUS,LOK,CONT,23.0,1.0,70.0
2016,2268.0,Evgeny Shalunov,RUS,GAZ,PROF,24.0,1.0,70.0
2017,2268.0,Evgeny Shalunov,RUS,GAZ,PROF,25.0,1.0,60.0
2018,2268.0,Evgeny Shalunov,RUS,GAZ,PROF,26.0,1.0,0.0
2019,2268.0,Evgeny Shalunov,RUS,GAZ,PROF,27.0,1.0,80.0
2020,2268.0,Evgeny Shalunov,RUS,GAZ,PROF,28.0,1.0,0.0
2012,2269.0,Mikhail Antonov,RUS,LOK,CONT,26.0,1.0,50.0
2013,2269.0,Mikhail Antonov,RUS,LOK,CONT,27.0,1.0,0.0
2014,2269.0,Mikhail Antonov,RUS,LOK,CONT,28.0,1.0,0.0
2015,2269.0,Mikhail Antonov,RUS,XYZ,,29.0,1.0,0.0
2012,2270.0,Ivailo Gabrovski,BUL,KTS,CONT,34.0,1.0,125.0
2013,2270.0,Ivailo Gabrovski,BUL,XYZ,,35.0,2.0,0.0
2014,2270.0,Ivailo Gabrovski,BUL,XYZ,,36.0,1.0,0.0
2015,2270.0,Ivailo Gabrovski,BUL,XYZ,,37.0,1.0,0.0
2012,2276.0,Sergio Fixpointini,XYZ,XYZ,,115.0,1.0,10.0
2012,2277.0,Kevin Lalouette,FRA,RLM,CONT,28.0,1.0,20.0
2013,2277.0,Kevin Lalouette,FRA,RLM,CONT,29.0,1.0,0.0
2014,2277.0,Kevin Lalouette,FRA,XYZ,,30.0,1.0,0.0
2015,2277.0,Kevin Lalouette,FRA,XYZ,,31.0,1.0,0.0
2012,2289.0,Kevin Pauwels,BEL,SUN,CONT,28.0,1.0,20.0
2013,2289.0,Kevin Pauwels,BEL,SUN,CONT,29.0,1.0,0.0
2014,2289.0,Kevin Pauwels,BEL,SUN,CONT,30.0,1.0,0.0
2015,2289.0,Kevin Pauwels,BEL,SUN,CONT,31.0,1.0,0.0
2016,2289.0,Kevin Pauwels,BEL,MNG,CONT,32.0,1.0,0.0
2017,2289.0,Kevin Pauwels,BEL,MNG,CONT,33.0,1.0,0.0
2018,2289.0,Kevin Pauwels,BEL,MAB,CONT,34.0,1.0,0.0
2019,2289.0,Kevin Pauwels,BEL,XYZ,,35.0,1.0,0.0
2012,2293.0,Alex Candelario,USA,OPT,CONT,37.0,1.0,50.0
2013,2293.0,Alex Candelario,USA,OPT,CONT,38.0,1.0,0.0
2014,2293.0,Alex Candelario,USA,OPM,CONT,39.0,1.0,0.0
2012,2294.0,Jose Antogna,ARG,JSH,CONT,36.0,1.0,40.0
2013,2294.0,Jose Antogna,ARG,XYZ,,37.0,1.0,0.0
2014,2294.0,Jose Antogna,ARG,XYZ,,38.0,1.0,0.0
2012,2295.0,Luca Damiani,ITA,KPC,CONT,28.0,1.0,10.0
2013,2295.0,Luca Damiani,ITA,XYZ,,29.0,1.0,0.0
2014,2295.0,Luca Damiani,ITA,XYZ,,30.0,1.0,0.0
2012,2298.0,Ryota Nishizono,JPN,BGT,CONT,25.0,1.0,100.0
2013,2298.0,Ryota Nishizono,JPN,CSS,PROF,26.0,1.0,0.0
2014,2298.0,Ryota Nishizono,JPN,XYZ,,27.0,1.0,0.0
2015,2298.0,Ryota Nishizono,JPN,BGT,CONT,28.0,1.0,0.0
2016,2298.0,Ryota Nishizono,JPN,BGT,CONT,29.0,1.0,100.0
2017,2298.0,Ryota Nishizono,JPN,BGT,CONT,30.0,1.0,114.0
2018,2298.0,Ryota Nishizono,JPN,BGT,CONT,31.0,1.0,0.0
2012,2299.0,Jarkko Niemi,FIN,XYZ,,30.0,1.0,100.0
2013,2299.0,Jarkko Niemi,FIN,XYZ,,31.0,1.0,0.0
2014,2299.0,Jarkko Niemi,FIN,XYZ,,32.0,1.0,0.0
2015,2299.0,Jarkko Niemi,FIN,XYZ,,33.0,1.0,0.0
2012,2301.0,Milan Kadlec,CZE,ADP,CONT,38.0,1.0,100.0
2013,2301.0,Milan Kadlec,CZE,ADP,CONT,39.0,2.0,0.0
2014,2301.0,Milan Kadlec,CZE,ADP,CONT,40.0,1.0,0.0
2012,2302.0,Robert Vrecer,SLO,VBG,CONT,32.0,1.0,210.0
2013,2302.0,Robert Vrecer,SLO,EUS,WT,33.0,2.0,120.0
2014,2302.0,Robert Vrecer,SLO,VBG,CONT,34.0,2.0,0.0
2015,2302.0,Robert Vrecer,SLO,XYZ,,35.0,1.0,0.0
2012,2313.0,Daan Olivier,NED,RB3,CONT,20.0,1.0,30.0
2013,2313.0,Daan Olivier,NED,RB3,CONT,21.0,1.0,0.0
2014,2313.0,Daan Olivier,NED,GIA,WT,22.0,1.0,30.0
2015,2313.0,Daan Olivier,NED,TGA,WT,23.0,1.0,0.0
2016,2313.0,Daan Olivier,NED,XYZ,,24.0,0.0,0.0
2017,2313.0,Daan Olivier,NED,TLJ,WT,25.0,1.0,0.0
2018,2313.0,Daan Olivier,NED,TLJ,WT,26.0,1.0,0.0
2019,2313.0,Daan Olivier,NED,TJV,WT,27.0,1.0,0.0
2012,2314.0,Joe Dombrowski,USA,BLS,CONT,21.0,1.0,40.0
2013,2314.0,Joe Dombrowski,USA,SKY,WT,22.0,4.0,10.0
2014,2314.0,Joe Dombrowski,USA,SKY,WT,23.0,6.0,0.0
2015,2314.0,Joe Dombrowski,USA,TCG,WT,24.0,4.0,270.0
2016,2314.0,Joe Dombrowski,USA,CPT,WT,25.0,4.0,60.0
2017,2314.0,Joe Dombrowski,USA,CDT,WT,26.0,2.0,10.0
2018,2314.0,Joe Dombrowski,USA,EFD,WT,27.0,1.0,130.0
2019,2314.0,Joe Dombrowski,USA,EF1,WT,28.0,1.0,250.0
2020,2314.0,Joe Dombrowski,USA,UAD,WT,29.0,2.0,0.0
2012,2315.0,Ian Boswell,USA,BLS,CONT,21.0,1.0,15.0
2013,2315.0,Ian Boswell,USA,SKY,WT,22.0,2.0,0.0
2014,2315.0,Ian Boswell,USA,SKY,WT,23.0,1.0,20.0
2015,2315.0,Ian Boswell,USA,SKY,WT,24.0,1.0,93.0
2016,2315.0,Ian Boswell,USA,SKY,WT,25.0,1.0,24.0
2017,2315.0,Ian Boswell,USA,SKY,WT,26.0,1.0,236.0
2018,2315.0,Ian Boswell,USA,TKA,WT,27.0,2.0,0.0
2019,2315.0,Ian Boswell,USA,TKA,WT,28.0,1.0,0.0
2012,2316.0,Eduardo Sepulveda,ARG,FDJ,WT,21.0,1.0,10.0
2013,2316.0,Eduardo Sepulveda,ARG,BSE,PROF,22.0,1.0,0.0
2014,2316.0,Eduardo Sepulveda,ARG,BSE,PROF,23.0,1.0,60.0
2015,2316.0,Eduardo Sepulveda,ARG,BSE,PROF,24.0,1.0,445.0
2016,2316.0,Eduardo Sepulveda,ARG,FVC,PROF,25.0,10.0,30.0
2017,2316.0,Eduardo Sepulveda,ARG,FVC,PROF,26.0,1.0,80.0
2018,2316.0,Eduardo Sepulveda,ARG,MOV,WT,27.0,1.0,0.0
2019,2316.0,Eduardo Sepulveda,ARG,MOV,WT,28.0,1.0,110.0
2020,2316.0,Eduardo Sepulveda,ARG,MOV,WT,29.0,1.0,0.0
2012,2317.0,Maximiliano Richeze,ARG,DAN,CONT,29.0,1.0,50.0
2013,2317.0,Maximiliano Richeze,ARG,LAM,WT,30.0,1.0,211.0
2014,2317.0,Maximiliano Richeze,ARG,LAM,WT,31.0,4.0,30.0
2015,2317.0,Maximiliano Richeze,ARG,LAM,WT,32.0,1.0,30.0
2016,2317.0,Maximiliano Richeze,ARG,EQS,WT,33.0,1.0,420.0
2017,2317.0,Maximiliano Richeze,ARG,QST,WT,34.0,6.0,420.0
2018,2317.0,Maximiliano Richeze,ARG,QST,WT,35.0,4.0,88.0
2019,2317.0,Maximiliano Richeze,ARG,DQT,WT,36.0,1.0,199.0
2020,2317.0,Maximiliano Richeze,ARG,UAD,WT,37.0,1.0,0.0
2012,2318.0,Evaldas Siskevicius,LTU,LPM,CONT,24.0,1.0,40.0
2013,2318.0,Evaldas Siskevicius,LTU,SOJ,PROF,25.0,1.0,0.0
2014,2318.0,Evaldas Siskevicius,LTU,LPM,,26.0,1.0,0.0
2015,2318.0,Evaldas Siskevicius,LTU,M13,CONT,27.0,1.0,50.0
2016,2318.0,Evaldas Siskevicius,LTU,DMP,PROF,28.0,1.0,0.0
2017,2318.0,Evaldas Siskevicius,LTU,DMP,PROF,29.0,1.0,25.0
2018,2318.0,Evaldas Siskevicius,LTU,DMP,PROF,30.0,1.0,10.0
